theta_deg,phase,u_from_high_turn_deg,E_x,E_y,candidate_projected_velocity,candidate_velocity_normalized,target_velocity,target_velocity_normalized
206.0,long_regular,207.18818720333473,4.141226508420283,-1.0763163698309395,0.9287598321893827,0.49899575289854087,0.3668772335983252,1.1574873635023635
206.25,long_regular,207.43818720333473,4.1431545607846,-1.0717387601951933,0.9367318770565618,0.5032789016661415,0.3675180743784412,1.1595091981573133
206.5,long_regular,207.68818720333473,4.145093021007844,-1.0671231854526,0.9447274116414234,0.5075746707785872,0.3681408527217669,1.1614740463317075
206.75000000000003,long_regular,207.93818720333476,4.14704169574998,-1.062469582814555,0.9527461223644473,0.5118828917586855,0.3687455750641427,1.1633819283304414
207.0,long_regular,208.18818720333473,4.149000390529723,-1.0577778911529983,0.960787693062842,0.5162033947413275,0.36933224995915365,1.1652328711398356
207.25,long_regular,208.43818720333473,4.150968909737241,-1.053048051009195,0.9688518050264924,0.5205360084928009,0.36990088807812965,1.1670269084276361
207.5,long_regular,208.68818720333473,4.15294705664706,-1.0482800046023377,0.9769381370343565,0.5248805604303453,0.3704515022101449,1.1687640805430124
207.75,long_regular,208.93818720333473,4.154934633431151,-1.0434736958379083,0.9850463653912978,0.5292368766419406,0.37098410726201864,1.1704444345165608
208.0,long_regular,209.18818720333473,4.156931441172183,-1.0386290703158623,0.9931761639653415,0.5336047819063247,0.37149872025831465,1.1720680240603014
208.25,long_regular,209.43818720333473,4.158937279876966,-1.0337460753386036,1.0013272042253434,0.5379840997132306,0.3719953603413414,1.1736349095676797
208.5,long_regular,209.68818720333473,4.16095194849005,-1.0288246599187176,1.009499155279058,0.5423746522838405,0.3724740487711521,1.1751451581135661
208.75,long_regular,209.93818720333473,4.162975244907518,-1.0238647747865404,1.0176916839115993,0.5467762605914489,0.3729348089255445,1.1765988434542556
209.0,long_regular,210.18818720333473,4.1650069659909255,-1.0188663723974858,1.0259044546242715,0.5511887443823256,0.373377666300061,1.177996046027468
209.25,long_regular,210.43818720333473,4.167046907581426,-1.0138294069391605,1.0341371296737676,0.5556119221967756,0.3738026485079888,1.179336852952349
209.5,long_regular,210.68818720333473,4.169094864514036,-1.0087538343382882,1.0423893691117179,0.5600456113903877,0.3742097852803598,1.1806213580294684
209.75,long_regular,210.93818720333473,4.171150630632089,-1.0036396122673752,1.0506608308245766,0.5644896281554643,0.3745991084659505,1.1818496617408214
210.00000000000003,long_regular,211.18818720333476,4.1732139988018115,-0.9984867001512292,1.058951170573837,0.568943787542628,0.37497065203128205,1.1830218712498275
210.25,long_regular,211.43818720333473,4.175284760927093,-0.9932950591731862,1.067260042036553,0.5734079034825922,0.3753244520606204,1.1841381004013323
210.5,long_regular,211.68818720333473,4.177362707964379,-0.9880646522811656,1.0755870968461676,0.5778817888080977,0.37566054675597604,1.1851984697216056
210.75,long_regular,211.93818720333473,4.179447629937712,-0.9827954441935121,1.0839319846336244,0.5823652552760002,0.3759789764371041,1.1862031064183414
211.0,long_regular,212.18818720333473,4.181539315953946,-0.9774874014045785,1.0922943530687526,0.5868581135895055,0.3762797835415047,1.1871521443806605
211.25000000000003,long_regular,212.43818720333476,4.1836375542180715,-0.9721404921901278,1.1006738479019158,0.5913601734205459,0.37656301262442216,1.1880457241791067
211.5,long_regular,212.68818720333473,4.185742132048697,-0.9667546866125081,1.1090701130059024,0.5958712434322874,0.3768287103588459,1.1888839930656505
211.75,long_regular,212.93818720333473,4.187852835893663,-0.9613299565255953,1.117482790418055,0.6003911313017637,0.3770769255355098,1.189667104973686
212.0,long_regular,213.18818720333473,4.189969451345792,-0.9558662755795244,1.125911520382619,0.6049196437426296,0.37730770906289246,1.1903952205180328
212.25,long_regular,213.43818720333473,4.192091763158764,-0.950363619225195,1.1343559413932955,0.6094565865280229,0.3775211139672172,1.1910685069949358
212.5,long_regular,213.68818720333473,4.194219555263119,-0.9448219647185718,1.142815690235992,0.6140017645135337,0.37771719539245185,1.191687138382064
212.75,long_regular,213.93818720333473,4.196352610782387,-0.9392412911247336,1.1512904020317505,0.6185549816602679,0.3778960106003092,1.192251295338512
213.0,long_regular,214.18818720333473,4.198490712049338,-0.9336215793217346,1.159779710279843,0.6231160410580013,0.3780576189702463,1.1927611652047987
213.25,long_regular,214.43818720333473,4.200633640622343,-0.9279628120042296,1.1682832469010218,0.627684744948417,0.3782020819994654,1.193216942002869
213.5,long_regular,214.68818720333473,4.202781177301851,-0.9222649736868731,1.1768006422809065,0.6322608947484155,0.37832946330291317,1.1936188264360925
213.75,long_regular,214.93818720333473,4.204933102146988,-0.9165280507075009,1.1853315253135013,0.6368442910734958,0.37843982861328074,1.1939670258892627
214.0,long_regular,215.18818720333473,4.2070891944922435,-0.9107520312301105,1.1938755234448204,0.6414347337611938,0.3785332457810042,1.1942617544285987
214.25,long_regular,215.43818720333473,4.209249232964272,-0.904936905247578,1.2024322627166182,0.646032021894577,0.37860978477426427,1.1945032328017449
214.50000000000003,long_regular,215.68818720333476,4.211412995498793,-0.8990826645842094,1.211001367810203,0.650635953825785,0.37866951767898627,1.1946916884377703
214.75,long_regular,215.93818720333473,4.213580259357593,-0.8931893028980258,1.2195824620903217,0.6552463271996068,0.37871251869884026,1.194827355447169
215.0,long_regular,216.18818720333473,4.215750801145601,-0.8872568156828602,1.2281751676491093,0.6598629389770942,0.37873886415524083,1.1949104746218593
215.25,long_regular,216.43818720333473,4.217924396828086,-0.8812852002702156,1.2367791053500787,0.6644855854591957,0.37874863248734747,1.1949412934351855
215.5,long_regular,216.68818720333473,4.220100821747906,-0.8752744558309167,1.2453938948721488,0.6691140623104117,0.3787419042520644,1.194920066041917
215.75000000000003,long_regular,216.93818720333476,4.222279850642868,-0.869224583376548,1.25401915475369,0.6737481645824591,0.37871876212404,1.1948470532782465
